"No.","Time","Source","Destination","Protocol","Length","Info"
"185","45.777159","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","105","Application Data"
"186","45.777159","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:824::200e","TCP","74","52734  >  443 [ACK] Seq=8057 Ack=2456 Win=64768 Len=0"
"187","45.777159","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:824::200e","TLSv1.3","105","Application Data"
"188","45.783547","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  52734 [ACK] Seq=2456 Ack=5153 Win=77056 Len=0"
"189","45.783547","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  52734 [ACK] Seq=2456 Ack=7893 Win=82688 Len=0"
"190","45.787697","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  52734 [ACK] Seq=2456 Ack=8057 Win=85504 Len=0"
"191","45.870248","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  52734 [ACK] Seq=2456 Ack=8088 Win=85504 Len=0"
"192","45.881754","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","799","Application Data"
"193","45.881755","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","1289","Application Data"
"194","45.881755","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","105","Application Data"
"195","45.881755","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","113","Application Data"
"196","45.881755","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:824::200e","TCP","74","52734  >  443 [ACK] Seq=8088 Ack=4466 Win=65536 Len=0"
"197","45.882508","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:824::200e","TLSv1.3","113","Application Data"
"198","45.946108","2404:6800:4002:824::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  52734 [ACK] Seq=4466 Ack=8127 Win=85504 Len=0"
"199","47.614172","192.168.61.38","203.17.244.55","TCP","60","[TCP Keep-Alive] 51964  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"200","48.003900","203.17.244.55","192.168.61.38","TCP","60","[TCP Keep-Alive] 443  >  51964 [ACK] Seq=0 Ack=2 Win=11 Len=0"
"201","48.003900","162.159.134.234","192.168.61.38","TLSv1.2","151","Application Data"
"202","48.003900","203.17.244.55","192.168.61.38","TCP","66","[TCP Keep-Alive ACK] 443  >  51964 [ACK] Seq=1 Ack=2 Win=11 Len=0 SLE=1 SRE=2"
"203","48.003900","192.168.61.38","203.17.244.55","TCP","60","[TCP Dup ACK 13#2] 51964  >  443 [ACK] Seq=2 Ack=1 Win=256 Len=0"
"204","48.046267","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=199 Ack=3750 Win=256 Len=0"
"205","48.705886","36:46:14:5a:86:a7","Broadcast","ARP","60","Who has 192.168.61.38? Tell 192.168.61.104"
"206","48.705886","ChongqingFug_39:62:2d","36:46:14:5a:86:a7","ARP","60","192.168.61.38 is at c8:94:02:39:62:2d"
"207","49.496366","192.168.61.38","192.168.61.104","DNS","80","Standard query 0x84cd AAAA accounts.youtube.com"
"208","49.496366","192.168.61.38","192.168.61.104","DNS","80","Standard query 0xe30b A accounts.youtube.com"
"209","49.496366","192.168.61.38","192.168.61.104","DNS","80","Standard query 0x2559 HTTPS accounts.youtube.com"
"210","49.531846","192.168.61.104","192.168.61.38","DNS","136","Standard query response 0x84cd AAAA accounts.youtube.com CNAME www3.l.google.com AAAA 2404:6800:4002:823::200e"
"211","49.541784","192.168.61.104","192.168.61.38","DNS","124","Standard query response 0xe30b A accounts.youtube.com CNAME www3.l.google.com A 142.250.194.174"
"212","49.541785","192.168.61.104","192.168.61.38","DNS","158","Standard query response 0x2559 HTTPS accounts.youtube.com CNAME www3.l.google.com SOA ns1.google.com"
"213","49.543275","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","1292","Initial, DCID=05ef9237809a1df6, PKN: 1, CRYPTO"
"214","49.543275","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","1292","Initial, DCID=05ef9237809a1df6, PKN: 2, CRYPTO"
"215","49.543275","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","1292","Initial, DCID=05ef9237809a1df6, PKN: 3, CRYPTO, PADDING"
"216","49.544812","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","140","0-RTT, DCID=05ef9237809a1df6"
"217","49.604338","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","1292","Initial, SCID=e5ef9237809a1df6, PKN: 1, ACK, PADDING"
"218","49.604339","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","1292","Initial, SCID=e5ef9237809a1df6, PKN: 2, ACK, PADDING"
"219","49.620744","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","1292","Initial, DCID=e5ef9237809a1df6, PKN: 6, PADDING, PING, PADDING"
"220","49.673177","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","1292","Initial, SCID=e5ef9237809a1df6, PKN: 3, CRYPTO, PADDING"
"221","49.673178","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","365","Protected Payload (KP0)"
"222","49.673178","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","989","Protected Payload (KP0)"
"223","49.673178","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","112","Protected Payload (KP0)"
"224","49.673178","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","86","Protected Payload (KP0)"
"225","49.673178","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","1292","Initial, SCID=e5ef9237809a1df6, PKN: 9, ACK, CRYPTO"
"226","49.673178","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","140","Handshake, DCID=e5ef9237809a1df6"
"227","49.673178","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","93","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"228","49.673242","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","1288","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"229","49.673242","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","1292","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"230","49.673243","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","258","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"231","49.673243","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","201","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"232","49.741635","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","182","Protected Payload (KP0)"
"233","49.741635","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","87","Protected Payload (KP0)"
"234","49.741635","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","87","Protected Payload (KP0)"
"235","49.741636","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","91","Protected Payload (KP0)"
"236","49.741636","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","95","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"237","49.741636","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","95","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"238","49.757269","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","92","Protected Payload (KP0)"
"239","49.776980","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","96","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"240","49.912414","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","1288","Protected Payload (KP0)"
"241","49.912414","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","411","Protected Payload (KP0)"
"242","49.912414","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","96","Protected Payload (KP0)"
"243","49.912415","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","140","Protected Payload (KP0)"
"244","49.912415","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","99","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"245","49.912855","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","95","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"246","49.922341","2409:4050:2d17:a717:85f2:d0f:e704:d042","2620:2d:4000:1::3f","NTP","110","NTP Version 4, client"
"247","49.979791","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","86","Protected Payload (KP0)"
"248","50.178458","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","91","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"249","50.198135","2620:2d:4000:1::3f","2409:4050:2d17:a717:85f2:d0f:e704:d042","NTP","110","NTP Version 4, server"
"250","50.228099","192.168.61.38","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"251","50.228100","192.168.61.38","192.168.61.255","UDP","86","57621  >  57621 Len=44"
"252","50.271756","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","86","Protected Payload (KP0)"
"253","50.457640","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","622","Protected Payload (KP0)"
"254","50.457641","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","96","Protected Payload (KP0)"
"255","50.457641","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","333","Protected Payload (KP0)"
"256","50.457641","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","97","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"257","50.487504","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:823::200e","QUIC","94","Protected Payload (KP0), DCID=e5ef9237809a1df6"
"258","50.529657","2404:6800:4002:823::200e","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","86","Protected Payload (KP0)"
"259","50.766384","fe80::3446:14ff:fe5a:86a7","2409:4050:2d17:a717:5919:d4b2:62b0:c143","ICMPv6","86","Neighbor Solicitation for 2409:4050:2d17:a717:5919:d4b2:62b0:c143 from 36:46:14:5a:86:a7"
"260","50.766384","2409:4050:2d17:a717:5919:d4b2:62b0:c143","fe80::3446:14ff:fe5a:86a7","ICMPv6","86","Neighbor Advertisement 2409:4050:2d17:a717:5919:d4b2:62b0:c143 (sol, ovr) is at c8:94:02:39:62:2d"
"261","51.226199","192.168.61.38","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"262","52.225017","192.168.61.38","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"263","53.224882","192.168.61.38","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"264","54.125579","2409:4050:2d17:a717:1a36:2165:3434:26aa","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question"
"265","54.127176","192.168.61.44","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question"
"266","55.381965","fe80::ddcd:f7c8:ab7:5d6e","fe80::3446:14ff:fe5a:86a7","ICMPv6","86","Neighbor Solicitation for fe80::3446:14ff:fe5a:86a7 from 08:00:27:8a:8f:e4"
"267","55.387876","fe80::3446:14ff:fe5a:86a7","fe80::ddcd:f7c8:ab7:5d6e","ICMPv6","78","Neighbor Advertisement fe80::3446:14ff:fe5a:86a7 (rtr, sol)"
"268","55.991213","192.168.61.38","192.168.61.104","DNS","95","Standard query 0xdf80 AAAA optimizationguide-pa.googleapis.com"
"269","55.991214","192.168.61.38","192.168.61.104","DNS","95","Standard query 0x9e4b A optimizationguide-pa.googleapis.com"
"270","55.991887","192.168.61.38","192.168.61.104","DNS","95","Standard query 0x8fb8 HTTPS optimizationguide-pa.googleapis.com"
"271","56.039870","192.168.61.104","192.168.61.38","DNS","207","Standard query response 0xdf80 AAAA optimizationguide-pa.googleapis.com AAAA 2404:6800:4002:811::200a AAAA 2404:6800:4002:812::200a AAAA 2404:6800:4002:813::200a AAAA 2404:6800:4002:814::200a"
"272","56.045842","192.168.61.104","192.168.61.38","DNS","351","Standard query response 0x9e4b A optimizationguide-pa.googleapis.com A 172.217.166.10 A 142.250.193.234 A 142.250.206.106 A 142.250.206.138 A 142.250.206.170 A 142.250.194.10 A 142.250.194.42 A 142.250.194.74 A 142.250.194.106 A 142.250.194.138 A 142.250.194.170 A 142.250.194.202 A 142.250.194.234 A 142.250.195.10 A 142.250.207.202 A 142.250.207.234"
"273","56.045842","192.168.61.104","192.168.61.38","DNS","152","Standard query response 0x8fb8 HTTPS optimizationguide-pa.googleapis.com SOA ns1.google.com"
"274","56.045842","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","1292","Initial, DCID=c130f1c08e352c8c, PKN: 1, CRYPTO"
"275","56.045842","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","1292","Initial, DCID=c130f1c08e352c8c, PKN: 2, CRYPTO"
"276","56.045842","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","1292","Initial, DCID=c130f1c08e352c8c, PKN: 3, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO"
"277","56.045842","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","142","0-RTT, DCID=c130f1c08e352c8c"
"278","56.106971","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","1292","Initial, SCID=e130f1c08e352c8c, PKN: 1, ACK, PADDING"
"279","56.106971","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","1292","Initial, SCID=e130f1c08e352c8c, PKN: 2, ACK, PADDING"
"280","56.123578","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","1292","Initial, DCID=e130f1c08e352c8c, PKN: 6, PADDING, PING, PADDING"
"281","56.177612","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","1292","Initial, SCID=e130f1c08e352c8c, PKN: 3, CRYPTO, PADDING"
"282","56.177612","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","369","Protected Payload (KP0)"
"283","56.177612","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","985","Protected Payload (KP0)"
"284","56.177612","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","146","Protected Payload (KP0)"
"285","56.177612","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","86","Protected Payload (KP0)"
"286","56.177612","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","140","Handshake, DCID=e130f1c08e352c8c"
"287","56.177612","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","93","Protected Payload (KP0), DCID=e130f1c08e352c8c"
"288","56.177613","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","1288","Protected Payload (KP0), DCID=e130f1c08e352c8c"
"289","56.178080","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","269","Protected Payload (KP0), DCID=e130f1c08e352c8c"
"290","56.178081","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","1292","Initial, SCID=e130f1c08e352c8c, PKN: 9, ACK, CRYPTO"
"291","56.216242","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","182","Protected Payload (KP0)"
"292","56.216243","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","95","Protected Payload (KP0), DCID=e130f1c08e352c8c"
"293","56.246193","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","91","Protected Payload (KP0)"
"294","56.246194","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","87","Protected Payload (KP0)"
"295","56.246194","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","95","Protected Payload (KP0), DCID=e130f1c08e352c8c"
"296","56.290930","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","408","Protected Payload (KP0)"
"297","56.290930","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","243","Protected Payload (KP0)"
"298","56.290930","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","99","Protected Payload (KP0), DCID=e130f1c08e352c8c"
"299","56.318795","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2404:6800:4002:811::200a","QUIC","96","Protected Payload (KP0), DCID=e130f1c08e352c8c"
"300","56.348358","2404:6800:4002:811::200a","2409:4050:2d17:a717:5919:d4b2:62b0:c143","QUIC","86","Protected Payload (KP0)"
"301","56.591846","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:1901:1:a8::","TLSv1.2","117","Application Data"
"302","56.682514","2600:1901:1:a8::","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  51885 [ACK] Seq=41 Ack=87 Win=272 Len=0"
"303","56.778518","2600:1901:1:a8::","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.2","114","Application Data"
"304","56.819261","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:1901:1:a8::","TCP","74","51885  >  443 [ACK] Seq=87 Ack=81 Win=256 Len=0"
"305","57.996155","192.168.61.38","203.17.244.55","TCP","60","[TCP Keep-Alive] 51964  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"306","58.210003","203.17.244.55","192.168.61.38","TCP","60","[TCP Keep-Alive] 443  >  51964 [ACK] Seq=0 Ack=2 Win=11 Len=0"
"307","58.210003","192.168.61.38","203.17.244.55","TCP","60","[TCP Keep-Alive ACK] 51964  >  443 [ACK] Seq=2 Ack=1 Win=256 Len=0"
"308","58.221286","203.17.244.55","192.168.61.38","TCP","66","[TCP Dup ACK 14#5] 443  >  51964 [ACK] Seq=1 Ack=2 Win=11 Len=0 SLE=1 SRE=2"
"309","59.483648","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:1901:1:304::","TLSv1.2","117","Application Data"
"310","59.529351","2600:1901:1:304::","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","74","443  >  51927 [ACK] Seq=41 Ack=87 Win=289 Len=0"
"311","59.650163","2600:1901:1:304::","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.2","114","Application Data"
"312","59.689881","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2600:1901:1:304::","TCP","74","51927  >  443 [ACK] Seq=87 Ack=81 Win=256 Len=0"
"313","59.808019","162.159.134.234","192.168.61.38","TLSv1.2","232","Application Data"
"314","59.855661","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=199 Ack=3928 Win=255 Len=0"
"315","59.864888","192.168.61.38","162.159.134.234","TLSv1.2","144","Application Data"
"316","59.911264","162.159.134.234","192.168.61.38","TCP","60","443  >  52733 [ACK] Seq=3928 Ack=289 Win=10 Len=0"
"317","60.466007","162.159.134.234","192.168.61.38","TLSv1.2","99","Application Data"
"318","60.468187","fe80::3446:14ff:fe5a:86a7","fe80::ddcd:f7c8:ab7:5d6e","ICMPv6","86","Neighbor Solicitation for fe80::ddcd:f7c8:ab7:5d6e from 36:46:14:5a:86:a7"
"319","60.468221","fe80::ddcd:f7c8:ab7:5d6e","fe80::3446:14ff:fe5a:86a7","ICMPv6","78","Neighbor Advertisement fe80::ddcd:f7c8:ab7:5d6e (sol)"
"320","60.507114","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=289 Ack=3973 Win=255 Len=0"
"321","60.633658","162.159.134.234","192.168.61.38","TLSv1.2","143","Application Data"
"322","60.673355","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=289 Ack=4062 Win=255 Len=0"
"323","60.691894","192.168.61.38","162.159.134.234","TLSv1.2","144","Application Data"
"324","60.756801","162.159.134.234","192.168.61.38","TCP","60","443  >  52733 [ACK] Seq=4062 Ack=379 Win=10 Len=0"
"325","61.121643","162.159.134.234","192.168.61.38","TLSv1.2","95","Application Data"
"326","61.161257","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=379 Ack=4103 Win=254 Len=0"
"327","61.757606","162.159.134.234","192.168.61.38","TLSv1.2","335","Application Data"
"328","61.798088","192.168.61.38","162.159.134.234","TCP","60","52733  >  443 [ACK] Seq=379 Ack=4384 Win=253 Len=0"
"329","62.213057","192.168.61.38","35.186.224.40","TLSv1.2","82","Application Data"
"330","62.256611","35.186.224.40","192.168.61.38","TCP","60","443  >  51926 [ACK] Seq=49 Ack=85 Win=272 Len=0"
"331","62.370056","35.186.224.40","192.168.61.38","TLSv1.2","78","Application Data"
"332","62.409801","192.168.61.38","35.186.224.40","TCP","60","51926  >  443 [ACK] Seq=85 Ack=73 Win=254 Len=0"
"333","62.671037","192.168.61.38","172.64.155.209","TCP","60","[TCP Keep-Alive] 52675  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"334","62.745453","172.64.155.209","192.168.61.38","TCP","66","[TCP Keep-Alive ACK] 443  >  52675 [ACK] Seq=1 Ack=2 Win=24 Len=0 SLE=1 SRE=2"
"335","62.924415","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2606:4700:9642:7cbc:c264:60:5ff2:75c4","TCP","75","[TCP Keep-Alive] 52678  >  443 [ACK] Seq=1 Ack=1 Win=520 Len=1"
"336","63.015877","2606:4700:9642:7cbc:c264:60:5ff2:75c4","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","86","[TCP Keep-Alive ACK] 443  >  52678 [ACK] Seq=1 Ack=2 Win=81 Len=0 SLE=1 SRE=2"
